date,last_sentiment,last_pct_change,sentiment,pct_change,label
2016-04-01,992.0,0.012811341569956966,992.0,0.0003513783978753503,1.0
2016-04-04,-7552.0,0.0003513783978753503,-7552.0,0.007727475448161619,-1.0
2016-04-05,-18958.0,0.007727475448161619,-18958.0,-0.01917048219487757,-1.0
2016-04-06,-21306.0,-0.01917048219487757,-21306.0,-0.01990047896548228,1.0
2016-04-07,-34886.0,-0.01990047896548228,-34886.0,0.015228429204343084,-1.0
2016-04-08,2875.0,0.015228429204343084,2875.0,-0.014285700661795481,1.0
2016-04-11,36149.0,-0.014285700661795481,36149.0,0.003260875048694402,-1.0
2016-04-12,52954.0,0.003260875048694402,52954.0,-0.002527977373569273,1.0
2016-04-13,65018.0,-0.002527977373569273,65018.0,0.0007240604564584846,1.0
2016-04-14,36002.0,0.0007240604564584846,36002.0,0.0213458815346014,1.0
2016-04-15,5881.0,0.0213458815346014,5881.0,0.000708482397732532,-1.0
2016-04-18,12631.0,0.000708482397732532,12631.0,-0.012389394034326606,1.0
2016-04-19,3957.0,-0.012389394034326606,3957.0,0.010394298189693686,1.0
2016-04-20,20009.0,0.010394298189693686,20009.0,0.004966278360984701,1.0
2016-04-21,9566.0,0.004966278360984701,9566.0,0.0038828312971337453,-1.0
2016-04-22,292.0,0.0038828312971337453,292.0,-0.007032375498725718,-1.0
2016-04-25,618.0,-0.007032375498725718,618.0,-0.003186974267610876,1.0
2016-04-26,24501.0,-0.003186974267610876,24501.0,0.0028419156230962512,1.0
2016-04-27,9717.0,0.0028419156230962512,9717.0,0.007793171245857445,1.0
2016-04-28,-5848.0,0.007793171245857445,-5848.0,0.00667833467886887,-1.0
2016-04-29,-18530.0,0.00667833467886887,-18530.0,-0.02374302792134691,-1.0
2016-05-02,-13915.0,-0.02374302792134691,-13915.0,-0.016809704175401858,-1.0
2016-05-03,-72007.0,-0.016809704175401858,-72007.0,-0.004365184899377125,-1.0
2016-05-04,-79802.0,-0.004365184899377125,-79802.0,-0.018633548163826816,-1.0
2016-05-05,-40637.0,-0.018633548163826816,-40637.0,-0.015636636885707354,-1.0
2016-05-06,13287.0,-0.015636636885707354,13287.0,-0.008698995648229806,1.0
2016-05-09,-27855.0,-0.008698995648229806,-27855.0,0.012209142058399656,-1.0
2016-05-10,-40806.0,0.012209142058399656,-40806.0,-0.0007538807857528465,1.0
2016-05-11,64415.0,-0.0007538807857528465,64415.0,0.019615256630482684,-1.0
2016-05-12,-60992.0,0.019615256630482684,-60992.0,-0.012208653915021728,-1.0
2016-05-13,-54838.0,-0.012208653915021728,-54838.0,-0.0011236211905712688,-1.0
2016-05-16,101988.0,-0.0011236211905712688,101988.0,-0.0052493209316815176,1.0
2016-05-17,65236.0,-0.0052493209316815176,65236.0,0.016584945922389963,-1.0
2016-05-18,45608.0,0.016584945922389963,45608.0,-0.011865024211022776,1.0
2016-05-19,294256.0,-0.011865024211022776,294256.0,0.002626630237380813,1.0
2016-05-20,199681.0,0.002626630237380813,199681.0,0.03181139233955375,1.0
2016-05-23,24500.0,0.03181139233955375,24500.0,0.01450851008189769,-1.0
2016-05-24,20190.0,0.01450851008189769,20190.0,-0.001072534144916902,1.0
2016-05-25,12888.0,-0.001072534144916902,12888.0,0.018969175703874096,1.0
2016-05-26,122096.0,0.018969175703874096,122096.0,0.01580613887575228,-1.0
2016-05-27,5161.0,0.01580613887575228,5161.0,-0.0006915787590217361,1.0
2016-05-31,7177.0,-0.0006915787590217361,7177.0,0.000692057371199682,1.0
2016-06-01,7676.0,0.000692057371199682,7676.0,0.004495130028480303,-1.0
2016-06-02,6510.0,0.004495130028480303,6510.0,-0.005163498191728397,1.0
2016-06-03,14932.0,-0.005163498191728397,14932.0,0.006228384344350218,1.0
2016-06-06,805.0,0.006228384344350218,805.0,0.001719368541668648,-1.0
2016-06-07,-4594.0,0.001719368541668648,-4594.0,-0.0010298242417143117,-1.0
2016-06-08,18457.0,-0.0010298242417143117,18457.0,-0.0010309514176024418,1.0
2016-06-09,4657.0,-0.0010309514176024418,4657.0,0.002407970263470002,-1.0
2016-06-10,-499.0,0.002407970263470002,-499.0,0.0,-1.0
2016-06-13,-4899.0,0.0,-4899.0,-0.0037748354600860134,-1.0
2016-06-14,1392.0,-0.0037748354600860134,1392.0,-0.006544971738323863,1.0
2016-06-15,1459.0,-0.006544971738323863,1459.0,0.0041608505981231,-1.0
