0.000000,-0.005203,0.000000,0.017459,1.000000
456790.000000,0.009175,456790.000000,-0.005203,1.000000
283225.000000,0.010274,283225.000000,0.009175,-1.000000
456754.000000,-0.011789,456754.000000,0.010274,1.000000
429066.000000,0.010473,429066.000000,-0.011789,-1.000000
354151.000000,-0.021810,354151.000000,0.010473,1.000000
235948.000000,0.001106,235948.000000,-0.021810,1.000000
216270.000000,0.003313,216270.000000,0.001106,1.000000
410676.000000,0.013025,410676.000000,0.003313,1.000000
186318.000000,0.014487,186318.000000,0.013025,1.000000
-17928.000000,0.000536,-17928.000000,0.014487,-1.000000
-257788.000000,-0.020071,-257788.000000,0.000536,-1.000000
-52899.000000,-0.021575,-52899.000000,-0.020071,-1.000000
41679.000000,-0.005303,41679.000000,-0.021575,1.000000
94398.000000,0.002058,94398.000000,-0.005303,-1.000000
26063.000000,-0.010828,26063.000000,0.002058,-1.000000
1258.000000,-0.002737,1258.000000,-0.010828,-1.000000
-80538.000000,-0.005678,-80538.000000,-0.002737,-1.000000
-125189.000000,-0.006947,-125189.000000,-0.005678,-1.000000
152573.000000,-0.062578,152573.000000,-0.006947,-1.000000
28736.000000,-0.030566,28736.000000,-0.062578,-1.000000
-98118.000000,-0.011494,-98118.000000,-0.030566,-1.000000
290276.000000,-0.001067,290276.000000,-0.011494,1.000000
223382.000000,0.016446,223382.000000,-0.001067,-1.000000
330128.000000,-0.010401,330128.000000,0.016446,-1.000000
369318.000000,-0.010086,369318.000000,-0.010401,-1.000000
13665.000000,-0.005577,13665.000000,-0.010086,1.000000
566082.000000,0.000755,566082.000000,-0.005577,1.000000
566912.000000,0.006789,566912.000000,0.000755,-1.000000
275554.000000,-0.009741,275554.000000,0.006789,-1.000000
652931.000000,-0.023457,652931.000000,-0.009741,1.000000
64852.000000,0.001992,64852.000000,-0.023457,1.000000
561719.000000,0.037119,561719.000000,0.001992,-1.000000
358185.000000,-0.004154,358185.000000,0.037119,1.000000
803964.000000,0.011445,803964.000000,-0.004154,-1.000000
101738.000000,-0.003807,101738.000000,0.011445,1.000000
129549.000000,0.010828,129549.000000,-0.003807,1.000000
400449.000000,0.012707,400449.000000,0.010828,1.000000
681800.000000,0.015244,681800.000000,0.012707,1.000000
808424.000000,0.017569,808424.000000,0.015244,1.000000
2949.000000,0.007930,2949.000000,0.017569,-1.000000
-54774.000000,-0.000598,-54774.000000,0.007930,-1.000000
-308360.000000,-0.004883,-308360.000000,-0.000598,-1.000000
-75149.000000,-0.014020,-75149.000000,-0.004883,-1.000000
260203.000000,-0.007516,260203.000000,-0.014020,1.000000
224657.000000,0.002047,224657.000000,-0.007516,1.000000
150561.000000,0.007251,150561.000000,0.002047,1.000000
-79701.000000,0.004056,-79701.000000,0.007251,-1.000000
0.000000,-0.000909,0.000000,0.004056,1.000000
0.000000,0.007176,0.000000,-0.000909,-1.000000
0.000000,-0.008229,0.000000,0.007176,-1.000000
0.000000,-0.015076,0.000000,-0.008229,1.000000
50681.000000,0.001233,50681.000000,-0.015076,-1.000000
