date,last_sentiment,last_pct_change,sentiment,pct_change,label
2016-04-01,139918.0,0.006214588891930483,139918.0,0.003269760357318991,1.0
2016-04-04,-37201.0,0.003269760357318991,-37201.0,0.0061560774109346225,-1.0
2016-04-05,4292.0,0.0061560774109346225,4292.0,-0.002519334000670816,-1.0
2016-04-06,-42489.0,-0.002519334000670816,-42489.0,-0.015695452410155037,1.0
2016-04-07,18621.0,-0.015695452410155037,18621.0,0.010263884613241377,-1.0
2016-04-08,-6249.0,0.010263884613241377,-6249.0,-0.01197387264516664,-1.0
2016-04-11,29901.0,-0.01197387264516664,29901.0,-0.0007345008483253647,-1.0
2016-04-12,32469.0,-0.0007345008483253647,32469.0,-0.0020212568790027334,1.0
2016-04-13,40935.0,-0.0020212568790027334,40935.0,0.006260359859889425,1.0
2016-04-14,14752.0,0.006260359859889425,14752.0,0.012808726966104687,1.0
2016-04-15,96662.0,0.012808726966104687,96662.0,0.00018070707328285207,1.0
2016-04-18,-19969.0,0.00018070707328285207,-19969.0,0.005238455786308599,1.0
2016-04-19,26249.0,0.005238455786308599,26249.0,0.014555211794865398,-1.0
2016-04-20,126824.0,0.014555211794865398,126824.0,-0.0012398104137318294,-1.0
2016-04-21,36471.0,-0.0012398104137318294,36471.0,-0.014186899197012643,1.0
2016-04-22,220259.0,-0.014186899197012643,220259.0,0.003417856200529968,-1.0
2016-04-25,59259.0,0.003417856200529968,59259.0,-0.07171029199600175,1.0
2016-04-26,-91394.0,-0.07171029199600175,-91394.0,0.0063731525460489526,-1.0
2016-04-27,4089.0,0.0063731525460489526,4089.0,-0.012857454918346008,-1.0
2016-04-28,-52635.0,-0.012857454918346008,-52635.0,-0.009720062467894138,-1.0
2016-04-29,77204.0,-0.009720062467894138,77204.0,-0.020416119530179657,-1.0
2016-05-02,18690.0,-0.020416119530179657,18690.0,-0.0006012543702745343,1.0
2016-05-03,41672.0,-0.0006012543702745343,41672.0,0.01483861428345993,-1.0
2016-05-04,47274.0,0.01483861428345993,47274.0,-0.016399956946155862,1.0
2016-05-05,60752.0,-0.016399956946155862,60752.0,0.0018079581115884038,1.0
2016-05-06,101890.0,0.0018079581115884038,101890.0,0.0014036433993076327,1.0
2016-05-09,9717.0,0.0014036433993076327,9717.0,0.009010828500479434,-1.0
2016-05-10,34068.0,0.009010828500479434,34068.0,-0.00635046038301711,1.0
2016-05-11,182732.0,-0.00635046038301711,182732.0,0.018973452541036374,1.0
2016-05-12,90449.0,0.018973452541036374,90449.0,0.0005879807727894701,1.0
2016-05-13,70259.0,0.0005879807727894701,70259.0,0.009010755951955288,-1.0
2016-05-16,2851.0,0.009010755951955288,2851.0,-0.008347825752088216,1.0
2016-05-17,49038.0,-0.008347825752088216,49038.0,0.014682849904363719,-1.0
2016-05-18,-1850.0,0.014682849904363719,-1850.0,-0.025467942560067312,1.0
2016-05-19,184780.0,-0.025467942560067312,184780.0,0.005939478553296971,-1.0
2016-05-20,22204.0,0.005939478553296971,22204.0,-0.009643803684767721,1.0
2016-05-23,17671.0,-0.009643803684767721,17671.0,0.005961829071541191,-1.0
2016-05-24,2426.0,0.005961829071541191,2426.0,-0.011655475405714766,1.0
2016-05-25,186431.0,-0.011655475405714766,186431.0,0.031181319435421736,1.0
2016-05-26,237257.0,0.031181319435421736,237257.0,0.01027328508876325,-1.0
2016-05-27,56279.0,0.01027328508876325,56279.0,-0.004412884630656129,1.0
2016-05-31,63738.0,-0.004412884630656129,63738.0,0.008286766433486647,1.0
2016-06-01,56213.0,0.008286766433486647,56213.0,0.012996947804704414,-1.0
2016-06-02,25119.0,0.012996947804704414,25119.0,-0.002830217469413325,-1.0
2016-06-03,15892.0,-0.002830217469413325,15892.0,-0.007000926065607021,-1.0
2016-06-06,14480.0,-0.007000926065607021,14480.0,-0.013147839800449463,1.0
2016-06-07,27402.0,-0.013147839800449463,27402.0,0.0065649767634190954,-1.0
2016-06-08,-9231.0,0.0065649767634190954,-9231.0,-0.0005755341143181253,-1.0
2016-06-09,-11443.0,-0.0005755341143181253,-11443.0,-0.0011515846516493035,-1.0
2016-06-10,-9624.0,-0.0011515846516493035,-9624.0,-0.008070752810407056,-1.0
2016-06-13,-9795.0,-0.008070752810407056,-9795.0,-0.002712115314709205,-1.0
2016-06-14,-140982.0,-0.002712115314709205,-140982.0,-0.026029529225005118,-1.0
2016-06-15,-79245.0,-0.026029529225005118,-79245.0,-0.006182639855750577,-1.0
