139918.000000,0.003270,139918.000000,0.006215,1.000000
-37201.000000,0.006156,-37201.000000,0.003270,-1.000000
4292.000000,-0.002519,4292.000000,0.006156,-1.000000
-42489.000000,-0.015695,-42489.000000,-0.002519,1.000000
18621.000000,0.010264,18621.000000,-0.015695,-1.000000
-6249.000000,-0.011974,-6249.000000,0.010264,-1.000000
29901.000000,-0.000735,29901.000000,-0.011974,-1.000000
32469.000000,-0.002021,32469.000000,-0.000735,1.000000
40935.000000,0.006260,40935.000000,-0.002021,1.000000
14752.000000,0.012809,14752.000000,0.006260,1.000000
96662.000000,0.000181,96662.000000,0.012809,1.000000
-19969.000000,0.005238,-19969.000000,0.000181,1.000000
26249.000000,0.014555,26249.000000,0.005238,-1.000000
126824.000000,-0.001240,126824.000000,0.014555,-1.000000
36471.000000,-0.014187,36471.000000,-0.001240,1.000000
220259.000000,0.003418,220259.000000,-0.014187,-1.000000
59259.000000,-0.071710,59259.000000,0.003418,1.000000
-91394.000000,0.006373,-91394.000000,-0.071710,-1.000000
4089.000000,-0.012857,4089.000000,0.006373,-1.000000
-52635.000000,-0.009720,-52635.000000,-0.012857,-1.000000
77204.000000,-0.020416,77204.000000,-0.009720,-1.000000
18690.000000,-0.000601,18690.000000,-0.020416,1.000000
41672.000000,0.014839,41672.000000,-0.000601,-1.000000
47274.000000,-0.016400,47274.000000,0.014839,1.000000
60752.000000,0.001808,60752.000000,-0.016400,1.000000
101890.000000,0.001404,101890.000000,0.001808,1.000000
9717.000000,0.009011,9717.000000,0.001404,-1.000000
34068.000000,-0.006350,34068.000000,0.009011,1.000000
182732.000000,0.018973,182732.000000,-0.006350,1.000000
90449.000000,0.000588,90449.000000,0.018973,1.000000
70259.000000,0.009011,70259.000000,0.000588,-1.000000
2851.000000,-0.008348,2851.000000,0.009011,1.000000
49038.000000,0.014683,49038.000000,-0.008348,-1.000000
-1850.000000,-0.025468,-1850.000000,0.014683,1.000000
184780.000000,0.005939,184780.000000,-0.025468,-1.000000
22204.000000,-0.009644,22204.000000,0.005939,1.000000
17671.000000,0.005962,17671.000000,-0.009644,-1.000000
2426.000000,-0.011655,2426.000000,0.005962,1.000000
186431.000000,0.031181,186431.000000,-0.011655,1.000000
237257.000000,0.010273,237257.000000,0.031181,-1.000000
56279.000000,-0.004413,56279.000000,0.010273,1.000000
63738.000000,0.008287,63738.000000,-0.004413,1.000000
56213.000000,0.012997,56213.000000,0.008287,-1.000000
25119.000000,-0.002830,25119.000000,0.012997,-1.000000
15892.000000,-0.007001,15892.000000,-0.002830,-1.000000
14480.000000,-0.013148,14480.000000,-0.007001,1.000000
27402.000000,0.006565,27402.000000,-0.013148,-1.000000
-9231.000000,-0.000576,-9231.000000,0.006565,-1.000000
-11443.000000,-0.001152,-11443.000000,-0.000576,-1.000000
-9624.000000,-0.008071,-9624.000000,-0.001152,-1.000000
-9795.000000,-0.002712,-9795.000000,-0.008071,-1.000000
-140982.000000,-0.026030,-140982.000000,-0.002712,-1.000000
-79245.000000,-0.006183,-79245.000000,-0.026030,-1.000000
