date,open,close,high,low,pct_change,volume
2016-03-01,50.970001220703125,52.58000183105469,52.59000015258789,50.91999816894531,0.0,33024500
2016-03-02,52.40999984741211,52.95000076293945,52.959999084472656,52.15999984741211,0.007036875599084473,29289900
2016-03-03,52.970001220703125,52.349998474121094,52.970001220703125,51.779998779296875,-0.011331487821966389,24418100
2016-03-04,52.400001525878906,52.029998779296875,52.45000076293945,51.709999084472656,-0.006112697309483374,33034200
2016-03-07,51.560001373291016,51.029998779296875,51.79999923706055,50.58000183105469,-0.019219681404219202,38407800
2016-03-08,50.79999923706055,51.650001525878906,52.130001068115234,50.599998474121094,0.012149769966946765,33835100
2016-03-09,51.88999938964844,52.84000015258789,52.849998474121094,51.86000061035156,0.023039662953596295,28251600
2016-03-10,52.93000030517578,52.04999923706055,52.939998626708984,51.15999984741211,-0.01495081213561754,38384200
2016-03-11,53.0,53.06999969482422,53.06999969482422,52.380001068115234,0.019596550868677304,32275700
2016-03-14,52.709999084472656,53.16999816894531,53.59000015258789,52.630001068115234,0.0018842750084064226,24083600
2016-03-15,52.75,53.59000015258789,53.59000015258789,52.7400016784668,0.00789922885285872,21104800
2016-03-16,53.45000076293945,54.349998474121094,54.599998474121094,53.400001525878906,0.014181718965651138,31691700
2016-03-17,54.209999084472656,54.65999984741211,55.0,54.0,0.005703797276804408,28223900
2016-03-18,54.91999816894531,53.4900016784668,54.970001220703125,53.45000076293945,-0.02140501595703364,67625500
2016-03-21,53.25,53.86000061035156,53.93000030517578,52.93000030517578,0.0069171605958972,23925700
2016-03-22,53.61000061035156,54.06999969482422,54.25,53.459999084472656,0.003898980358204744,23124100
2016-03-23,54.11000061035156,53.970001220703125,54.2400016784668,53.7400016784668,-0.001849426200952355,20129000
2016-03-24,53.84000015258789,54.209999084472656,54.33000183105469,53.72999954223633,0.004446875270357916,19950000
2016-03-28,54.209999084472656,53.540000915527344,54.290000915527344,53.33000183105469,-0.012359309726260809,17025100
2016-03-29,53.65999984741211,54.709999084472656,54.86000061035156,53.45000076293945,0.02185278574782386,23375000
2016-03-30,54.93000030517578,55.04999923706055,55.63999938964844,54.900001525878906,0.006214588891930483,23008300
2016-03-31,54.95000076293945,55.22999954223633,55.59000015258789,54.86000061035156,0.0032697603573189904,26360500
2016-04-01,55.04999923706055,55.56999969482422,55.61000061035156,54.56999969482422,0.0061560774109346225,24399200
2016-04-04,55.43000030517578,55.43000030517578,55.65999984741211,55.0,-0.0025193340006708156,18928800
2016-04-05,55.189998626708984,54.560001373291016,55.29999923706055,54.459999084472656,-0.015695452410155037,19272300
2016-04-06,54.36000061035156,55.119998931884766,55.20000076293945,54.209999084472656,0.010263884613241375,21032100
2016-04-07,54.869998931884766,54.459999084472656,54.90999984741211,54.22999954223633,-0.011973872645166639,19225100
2016-04-08,54.66999816894531,54.41999816894531,55.279998779296875,54.31999969482422,-0.0007345008483253647,22167200
2016-04-11,54.4900016784668,54.310001373291016,55.150001525878906,54.29999923706055,-0.0020212568790027334,21414200
2016-04-12,54.369998931884766,54.650001525878906,54.779998779296875,53.7599983215332,0.006260359859889425,24574200
2016-04-13,55.119998931884766,55.349998474121094,55.439998626708984,54.88999938964844,0.012808726966104689,20818000
2016-04-14,55.220001220703125,55.36000061035156,55.58000183105469,55.06999969482422,0.00018070707328285207,20875100
2016-04-15,55.29999923706055,55.650001525878906,55.91999816894531,55.11000061035156,0.005238455786308599,28793800
2016-04-18,55.4900016784668,56.459999084472656,56.59000015258789,55.209999084472656,0.014555211794865398,23150300
2016-04-19,56.630001068115234,56.38999938964844,56.77000045776367,55.68000030517578,-0.0012398104137318294,29596800
2016-04-20,56.290000915527344,55.59000015258789,56.5,55.4900016784668,-0.014186899197012643,36195700
2016-04-21,55.79999923706055,55.779998779296875,56.22999954223633,55.41999816894531,0.0034178562005299676,38909100
2016-04-22,51.90999984741211,51.779998779296875,52.43000030517578,50.77000045776367,-0.07171029199600175,126834100
2016-04-25,51.779998779296875,52.11000061035156,52.130001068115234,51.630001068115234,0.006373152546048952,33226900
2016-04-26,52.2599983215332,51.439998626708984,52.349998474121094,51.09000015258789,-0.012857454918346008,33532600
2016-04-27,51.47999954223633,50.939998626708984,51.5,50.54999923706055,-0.009720062467894138,43369300
2016-04-28,50.619998931884766,49.900001525878906,50.77000045776367,49.560001373291016,-0.020416119530179657,43134800
2016-04-29,49.349998474121094,49.869998931884766,50.25,49.349998474121094,-0.0006012543702745343,48411700
2016-05-02,50.0,50.61000061035156,50.75,49.779998779296875,0.014838614283459933,33114500
2016-05-03,50.34000015258789,49.779998779296875,50.40999984741211,49.599998474121094,-0.016399956946155862,26460200
2016-05-04,49.84000015258789,49.869998931884766,50.060001373291016,49.459999084472656,0.0018079581115884038,24257600
2016-05-05,49.869998931884766,49.939998626708984,50.29999923706055,49.72999954223633,0.0014036433993076327,25390700
2016-05-06,49.91999816894531,50.38999938964844,50.38999938964844,49.65999984741211,0.009010828500479434,24787300
2016-05-09,50.4900016784668,50.06999969482422,50.59000015258789,50.0,-0.00635046038301711,17951600
2016-05-10,50.33000183105469,51.02000045776367,51.099998474121094,50.189998626708984,0.018973452541036377,22741500
2016-05-11,51.130001068115234,51.04999923706055,51.779998779296875,51.0,0.0005879807727894701,24039100
2016-05-12,51.20000076293945,51.5099983215332,51.810001373291016,50.91999816894531,0.009010755951955288,24102800
2016-05-13,51.439998626708984,51.08000183105469,51.900001525878906,51.040000915527344,-0.008347825752088216,22592300
2016-05-16,50.79999923706055,51.83000183105469,51.959999084472656,50.75,0.01468284990436372,20032000
2016-05-17,51.720001220703125,50.5099983215332,51.72999954223633,50.36000061035156,-0.025467942560067312,27803500
2016-05-18,50.47999954223633,50.810001373291016,51.13999938964844,50.29999923706055,0.005939478553296971,24907500
2016-05-19,50.470001220703125,50.31999969482422,50.619998931884766,49.81999969482422,-0.009643803684767721,23842400
2016-05-20,50.47999954223633,50.619998931884766,51.220001220703125,50.400001525878906,0.005961829071541191,23905800
2016-05-23,50.599998474121094,50.029998779296875,50.68000030517578,49.97999954223633,-0.011655475405714766,25999700
2016-05-24,50.70000076293945,51.59000015258789,51.709999084472656,50.400001525878906,0.03118131943542174,34757900
2016-05-25,51.91999816894531,52.119998931884766,52.4900016784668,51.790000915527344,0.01027328508876325,24040200
2016-05-26,51.93000030517578,51.88999938964844,51.97999954223633,51.36000061035156,-0.004412884630656129,24182900
2016-05-27,51.91999816894531,52.31999969482422,52.31999969482422,51.77000045776367,0.008286766433486647,17721400
2016-05-31,52.2599983215332,53.0,53.0,52.08000183105469,0.012996947804704414,37653100
2016-06-01,52.439998626708984,52.849998474121094,52.95000076293945,52.439998626708984,-0.0028302174694133254,25324800
2016-06-02,52.63999938964844,52.47999954223633,52.7400016784668,51.84000015258789,-0.007000926065607021,22565300
2016-06-03,52.380001068115234,51.790000915527344,52.41999816894531,51.599998474121094,-0.013147839800449463,23368300
2016-06-06,51.9900016784668,52.130001068115234,52.349998474121094,51.88999938964844,0.006564976763419095,18243300
2016-06-07,52.2400016784668,52.099998474121094,52.72999954223633,52.099998474121094,-0.0005755341143181252,20866800
2016-06-08,52.02000045776367,52.040000915527344,52.439998626708984,51.869998931884766,-0.0011515846516493037,21149400
2016-06-09,52.0,51.619998931884766,52.0,51.4900016784668,-0.008070752810407056,20305700
2016-06-10,51.04999923706055,51.47999954223633,52.04999923706055,51.040000915527344,-0.0027121153147092055,25833200
2016-06-13,49.58000183105469,50.13999938964844,50.720001220703125,49.060001373291016,-0.026029529225005118,83217800
2016-06-14,49.900001525878906,49.83000183105469,50.099998474121094,49.56999969482422,-0.0061826398557505765,42577100
2016-06-15,49.779998779296875,49.689998626708984,50.119998931884766,49.689998626708984,-0.0028096166807373337,33757600
